1012336;SWISSOHM SA;4;;;www.swissohm.ch;www.se.com;Route de Thonon, 114;1222;Vésenaz;;switzerland;
1012337;Tabelec Force et Commandes SA;4;;;www.tabelec.ch;www.se.com;Chemin du Coteau 29E;1123;Aclens;;switzerland;
1012340;Virtual Computer SA;4;;;;www.se.com;Grand-Rue 75;;Tramelan;;switzerland;
1012353;Brack.ch;4;;;;www.se.com;Hintermättlistrasse 3;5506;Mägenwil;Aargau;switzerland;
1012356;CEAL Elettromeccanica Sagl;4;;;;www.se.com;Via Alla Rossa 10;6862;Rancate;Ticino;switzerland;
1012360;DALCO AG;4;;;;www.se.com;Wilenstr. 207f;8832;Wilen b. Wollerau;;switzerland;
1012365;DPC SA;4;;;www.dpcsa.ch;www.se.com;Avenue des Champs-Montants 16B;2074;Marin-Epagnier;Neuchatel;switzerland;
1012366;Actemium LeitTec AG;4;;;www.leittec.ch;www.se.com;Brunnmattstrasse 40;3000;Bern 14;Aargau;switzerland;
1012367;DPE Electrotechnique SA;4;;;;www.se.com;Ecoparc de Daval C 1;3960;Sierre;Valais;switzerland;
1012386;Elektro Material AG;4;;;www.elektro-material.ch;www.se.com;Thaler Strasse 1;9410;Heiden;Ausser-Rhoden;switzerland;
1012390;EQUANS Services AG - Basel;4;;;www.engie.ch;www.se.com;Holeestrasse 87;4054;Basel;Basel Stadt;switzerland;
1012391;EQUANS Services AG Aarau;4;;;www.engie.ch;www.se.com;Hinterdorfstr. 21;5032;Aarau Rohr;Aargau;switzerland;
1012392;EQUANS Services AG Luzern;4;;;www.engie.ch;www.se.com;Schweighofstrasse 14;6010;Kriens;Lucerne;switzerland;
1012393;EQUANS Services AG Winterthur;4;;;www.axima.ch;www.se.com;Zeughausstrasse 70;8400;Winterthur;Zurich;switzerland;
1012410;Andritz Hydro SA;4;;;;www.se.com;Rue des deux-Gares 6;1800;Vevey;Vaud;switzerland;
1012412;Hydro Exploitation SA;4;;;www.hydro-exploitation.ch/;www.se.com;Rue des Creusets 41;1950;Sion;Valais;switzerland;
1012413;HYDRO Exploitation SA;4;;;;www.se.com;Rue de l’Industrie 10;1951;Sion;Valais;switzerland;
1012414;ICS Automation AG;4;;;;www.se.com;Wattstrasse 14;9240;Uzwil;;switzerland;
1012421;ANIXTER SWITZERLAND SARL;4;;;;www.se.com;Route des Chataingner;1816;Chailly-Montreux;Vaud;switzerland;
1012423;Leicom AG;4;;;www.leicom.ch;www.se.com;Harzachstrasse 5;8404;Winterthur;Zurich;switzerland;
1012425;Minerg-appelsa Services SA;4;;;www.minerg-appelsa.ch;www.se.com;Avenue des Baumettes 3;1020;Renens;Vaud;switzerland;
1012426;Mino SA;4;;;;www.se.com;Chemin Pré-Fleuri 14;1228;Plan-les-Ouates;Geneva;switzerland;
1012429;Muller Service SA;4;;;muller-services.ch;www.se.com;Chemin de la Pallanterie 11;1252;Meinier;Geneva;switzerland;
1012430;Niklaus SA;4;;;;www.se.com;Centro Triangolo;6592;S.Antonino;Ticino;switzerland;
1012431;Niklaus SA - Impianti elettrici;4;;;;www.se.com;Via Concordia 13b;6900;Lugano;Ticino;switzerland;
1012436;Otto Fischer AG;4;;;www.ottofischer.ch;www.se.com;Centro Monda 2;6528;Camorino;Ticino;switzerland;
1012438;pcatwork.ch - Informatik Services;4;;;;www.se.com;Feldmattstrasse 3;6032;Emmen;Lucerne;switzerland;
1012440;Remess AG;4;;;www.remess.ch;www.se.com;Emmentalstraße 11;3510;Konolfingen;Bern;switzerland;
