1018841;ARMASUL - Distribuidor de Material Eléctrico, S.A.;4;;;;www.se.com;R.Ernesto Gonçalves nº1019 a 1025;4415-933;Seixezelo-Vila Nova de Gaia;Porto;portugal;
1018845;JCFS;4;;;;www.se.com;Rua do Til 33 R/C;;Funchal;;portugal;
1018851;N BELCHIOR LDA;4;;;;www.se.com;Bairro do Jericó lote 3;2400-158;LEIRIA;Leiria;portugal;
1018856;NORTECNICA-REPRES TECNICAS S A;4;;;;www.se.com;Rua da Mata Mansa lote190 loja A;3500-899;Jugueiros Viseu;Viseu;portugal;
1018859;REXEL - Distribuiçã de Material Eléctrico, S.A.;4;;;;www.se.com;ESTRADA FIGUEIRA FOZ BLOCO A - 164;2415-766;LEIRIA;Leiria;portugal;
1018860;REXEL - Distribuiçã de Material Eléctrico, S.A.;4;;;;www.se.com;EDIFICIO REXEL;2870-399;MONTIJO;Setubal;portugal;
1018861;REXEL - Distribuiçã de Material Eléctrico, S.A.;4;;;;www.se.com;Estrada nacional 249, Loja C2, C3,C4Multi Business Center;2785-035;ABÓBODA;Lisboa;portugal;
1018863;BARCELTÉCNICA - Material Eléctrico, S.A.;4;;;;www.se.com;Rua Remigio Costa, 210Pavilhao 10Antas;4760-042;Vila Nova de Famailcão;Braga;portugal;
1018864;REXEL - Retalho;4;;;;www.se.com;Avenida Salgado Zenha 9 União das freguesias de Santo António dos Cavaleiros e Frielas;2660-327;Loures;Lisboa;portugal;
1018865;REXEL - SEDE;4;;;;www.se.com;EDIFICIO ADAMASTOR PARQUE DAS NAÇÕES - AV. D. JOÃO II, LOTE 1.12.02, TORRE B, PISO 14º;1990-077;LISBOA;Lisboa;portugal;
1018866;REXEL - Soluções Industriais;4;;;;www.se.com;Estrada Nacional 10 KM 131,2 – Lote 1 Bloco - Parque Tejo B Loja 6;2625-445;Forte da Casa;Lisboa;portugal;
1019106;ELECTRO REQUETIM - PONTA DELGADA;4;;;;www.se.com;Azores Parque – Rua Eng. Rolando de Sousa Lima lt 3.28.;9500-974;Ponta Delgada;Regiao Autonoma dos Acores;portugal;
1019111;ELECTROREQUETIM - DISTRIBUIÇÃO DE MATERIAL ELÉCTRICO S.A.;4;;;www.electrorequetim.pt;www.se.com;Quinta Da Malagueira, EN4;;ARRAIOLOS;;portugal;
1019122;Falex - Equipamentos e Serviços, Lda;4;;;;www.se.com;R. Dr. Jose Joaquim de Almeida, 2 Loja 4;;Oeiras;;portugal;
1019138;GLOBLEC-COMERCIO MATERIAIS ELECTRICOS;4;;;;www.se.com;RUA ELIAS GARCIA 25C;2700-269;AMADORA;Lisboa;portugal;
1019141;Gresmart - Investimentos e Participações.LDA;4;;;;www.se.com;Rua Fernando Pessoa;001388885L;Luanda;Lisboa;portugal;
1019168;Infordio - Unipessoal, Lda;4;;;https://www.infordio.com;www.se.com;Rua Nossa Senhora das Necessidades, 53;2415-153;Leiria;Leiria;portugal;
1019188;JCFS;4;;;;www.se.com;Rua do Til 33 R/C;;Funchal;;portugal;
1019214;MODULAR GLOBAL SL;4;;;www.modulargloblal.com;www.se.com;/. Robells, 11 46550 ALBUIXECH (Valencia);46550;VALENCIA;Lisboa;portugal;
1019226;Outscope Solutions SA;4;;;https://www.outscope.com;www.se.com;Avenida José Gomes Ferreira, 11;1495-139;Algés;Lisboa;portugal;
1019228;PAHLDATA;4;;;www.pahldata.pt;www.se.com;R. Qta. do Pinheiro, N16 3C- Ed. Tejo;2790-143;Lisboa;Lisboa;portugal;
1019230;Pahlexplore, S.A.;4;;;;www.se.com;Sítio do Moinho da Serra, Vereda do Lombo, N.º 3, Anexo A;9200-114;Machico;Regiao Autonoma da Madeira;portugal;
1019232;PARSISPLAN, SISTEMAS DE INFORMAÇÃO, LDA;4;;;;www.se.com;RUA DE CHARTRES, 9C, HORTA DA PORTA;;Évora;;portugal;
1019234;PCDIGA, LDA;4;;;;www.se.com;Rua Joao de Freitas Branco nº34B;1500-714;Lisboa;Lisboa;portugal;
1019235;PRN Informática Lda.;4;;;https://prn.pt/;www.se.com;Av. Bombeiros Voluntários 464,;4585-359;Rebordosa;Porto;portugal;
1019237;Projetos de eletricidade;4;;;;www.se.com;Campo 5 de Outubro, 111, sala 6;4750-274;Barcelos;Braga;portugal;
1019240;Anixter Portugal.S.A;4;;;;www.se.com;Taguspark, nucleo central,sala 301;2780-122;Porto Salvo;Lisboa;portugal;
1019241;Rexel , Sa;4;;;;www.se.com;Edificio Turia - Rua Entreposto Industrial, nº3- loja Dtº;2610-183;Amadora;Lisboa;portugal;
1019243;REXEL - SEDE;4;;;;www.se.com;EDIFICIO ADAMASTOR PARQUE DAS NAÇÕES - AV. D. JOÃO II, LOTE 1.12.02, TORRE B, PISO 14º;1990-077;LISBOA;Lisboa;portugal;
1019248;Ribalnet;4;;;;www.se.com;Avenida Paulo VI 7ºB;2040;Rio Maior;Leiria;portugal;
1019271;TCSI - DIGIBÉRIA, SA;4;;;www.digiberia.pt;www.se.com;Zoom Business Park - Edifico D - Loja 1, N24;2735-307;Cacém;;portugal;
1019287;Vasily Kazantsev;4;;;www.ledselectro.com;www.se.com;Rua Ary dos Santos 489;2775-337;Parede;Lisboa;portugal;
1019288;Ventient Energy;4;;;;www.se.com;rua João Chagas;;Algés;Lisboa;portugal;
1019289;Vintage - Consultores de Gestão, Lda;4;;;;www.se.com;Rua do Portalto, 28;4410-202;São Félix da Marinha - Vila Nova de Gaia;Porto;portugal;
1019293;Wavecom Engenharia e Comunicações;4;;;;www.se.com;Rua do Progresso, Lote 15 Cacia Park;3800-639;Aveiro;Aveiro;portugal;
1019296;Wondercom;4;;;www.wondercom.pt;www.se.com;Campus do Lumiar - Edifício K1;1649-038;Lisboa;Lisboa;portugal;
1019336;CASA DAS LAMPADAS SA;4;;;;www.se.com;AV ESTADOS UNIDOS AMERICA 10;1700-175;LISBOA;Lisboa;portugal;
1019359;Comute - Sistemas de Comunicação, Lda;4;;;;www.se.com;Rua Engrácia Fragoso, 66 A;1170-333;Lisboa;;portugal;
1019366;CPCECHO, LDA;4;;;;www.se.com;Rua Pedro e Inês nº3, 1º andar Esq. 2 Parque das Nações;1990-074;Lisboa;Lisboa;portugal;
1019373;DATAMIND, LDA;4;;;;www.se.com;Rua da Quenha Escura - Cardielos;4925-340;Viana do Castelo;Braga;portugal;
